


































































































0001,0001,0002,1598463205
0002,0001,0002,1598463205
0003,0001,0002,1598463205
0004,0001,0002,1598463205
0005,0001,0002,1598463205
0006,0001,0002,1598463205
0007,0001,0002,1598463205
0008,0001,0002,1598463205
0009,0001,0002,1598463205
0010,0001,0002,1598463205
0011,0001,0002,1598463205
0012,0001,0002,1598463205
0013,0001,0002,1598463205
0014,0001,0002,1598463205
0015,0001,0002,1598463205
0016,0001,0002,1598463205
0017,0001,0002,1598463205
0018,0001,0002,1598463205
0019,0001,0002,1598463205
0020,0001,0002,1598463205
0021,0001,0002,1598463205
0022,0001,0002,1598463205
0023,0001,0002,1598463205
0024,0001,0002,1598463205
0025,0001,0002,1598463205
0026,0001,0002,1598463205
0027,0001,0002,1598463205
0028,0001,0002,1598463205
0029,0001,0002,1598463205
0030,0001,0002,1598463205
0031,0001,0002,1598463205
0032,0001,0002,1598463205
0033,0001,0002,1598463205
0034,0001,0002,1598463205
0035,0001,0002,1598463205
0036,0001,0002,1598463205
0037,0001,0002,1598463205
0038,0001,0002,1598463205
0039,0001,0002,1598463205
0040,0001,0002,1598463205
0041,0001,0002,1598463205
0042,0001,0002,1598463205
0043,0001,0002,1598463205
0044,0001,0002,1598463205
0045,0001,0002,1598463205
0046,0001,0002,1598463205
0047,0001,0002,1598463205
0048,0001,0002,1598463205
0049,0001,0002,1598463205
0050,0001,0002,1598463205
0051,0001,0002,1598463205
0052,0001,0002,1598463205
0053,0001,0002,1598463205
0054,0001,0002,1598463205
0055,0001,0002,1598463205
0056,0001,0002,1598463205
0057,0001,0002,1598463205
0058,0001,0002,1598463205
0059,0001,0002,1598463205
0060,0001,0002,1598463205
0061,0001,0002,1598463205
0062,0001,0002,1598463205
0063,0001,0002,1598463205
0064,0001,0002,1598463205
0065,0001,0002,1598463205
0066,0001,0002,1598463205
0067,0001,0002,1598463205
0068,0001,0002,1598463205
0069,0001,0002,1598463205
0070,0001,0002,1598463205
0071,0001,0002,1598463205
0072,0001,0002,1598463205
0073,0001,0002,1598463205
0074,0001,0002,1598463205
0075,0001,0002,1598463205
0076,0001,0002,1598463205
0077,0001,0002,1598463205
0078,0001,0002,1598463205
0079,0001,0002,1598463205
0080,0001,0002,1598463205
0081,0001,0002,1598463205
0082,0001,0002,1598463205
0083,0001,0002,1598463205
0084,0001,0002,1598463205
0085,0001,0002,1598463205
0086,0001,0002,1598463205
0087,0001,0002,1598463205
0088,0001,0002,1598463205
0089,0001,0002,1598463205
0090,0001,0002,1598463205
0091,0001,0002,1598463205
0092,0001,0002,1598463205
0093,0001,0002,1598463205
0094,0001,0002,1598463205
0095,0001,0002,1598463205
0096,0001,0002,1598463205
0097,0001,0002,1598463205
0098,0001,0002,1598463205
0099,0001,0002,1598463205
